0000
0000
3314
3312
3312
3313
3312
0000
0000
0000
0000
0000
3311
3312
3312
3310
3311
0000
0000
0000
0000
0000
0000
3312
3313
3311
3314
3315
0000
0001
0000
0000
0000
3314
3313
3312
3314
3316
0001
